longitude,latitude,type,name
2.11937,41.399203,Underground,FGC (L6) - REINA ELISENDA (Sortida Duquesa d'Orleans)-
2.135427,41.397791,Underground,FGC (L6) - LA BONANOVA-
2.185391,41.451492,Underground,METRO (L11) - CASA DE L'AIGUA (C. Vila-Real)-
2.174473,41.460889,Underground,METRO (L11) - CIUTAT MERIDIANA (C. Pedraforca)-
2.168588,41.3872,Underground,METRO (L1) - CATALUNYA (Rda. Universitat)-
2.168507,41.387706,Underground,METRO (L1) - CATALUNYA (Rambla de Catalunya)-
2.118998,41.398967,Underground,FGC (L6) - REINA ELISENDA-
2.0839939999999997,41.362753000000005,Underground,METRO (L5) - SANT ILDEFONS-
2.1429869999999998,41.424923,Underground,"METRO (L3, L5) - VALL D'HEBRON (C. de les Basses d'Horta)-"
2.1583259999999997,41.392331,Railway (FGC),FGC - PROVENÇA (C. de Provença)-
2.100302,41.362977,Underground,METRO (L1) - RAMBLA JUST OLIVERAS-
2.179581,41.40018,Underground,METRO (L2) - MONUMENTAL (C. de la Marina)-
2.153966,41.37907,Underground,METRO (L1) - ROCAFORT (C. de Rocafort)-
2.168735,41.389295000000004,Underground,METRO (L2) - PASSEIG DE GRÀCIA (Pg. de Gràcia)-
2.161228,41.430042,Underground,METRO (L5) - HORTA (Pl. d'Eivissa)-
2.098896,41.376486,Tram,"TRAMVIA (T1,T2,T3) - CA N'OLIVERES-"
2.1331900000000004,41.373293,Underground,METRO (L1) - MERCAT NOU (C. d'Antoni de Capmany)-
2.1454779999999998,41.378565,Underground,METRO (L3) - TARRAGONA-
2.147798,41.434855,Underground,METRO (L3) - MUNDET (Can Marcet)-
2.148557,41.435325,Underground,METRO (L3) - MUNDET (Can Marcet)-
2.215909,41.41174,Underground,METRO (L4) - EL MARESME-FÒRUM (C. del Maresme)-
2.163252,41.385015,Underground,METRO (L2) - UNIVERSITAT-
2.197653,41.411242,Tram,"TRAMVIA (T5, T6) - ESPRONCEDA-"
2.115012,41.38048,Tram,"TRAMVIA (T1,T2,T3) - AVINGUDA DE XILE-"
2.106023,41.376071,Tram,"TRAMVIA (T1,T2,T3) - CAN RIGAL-"
2.222916,41.430456,Tram,TRAMVIA (T5) - ENCANTS DE SANT ADRIÀ-
2.2198290000000003,41.411777,Tram,TRAMVIA (T4) - FÒRUM-
2.230412,41.423854,Tram,"TRAMVIA (T4, T6) - ESTACIÓ DE SANT ADRIÀ-"
2.062227,41.360383,Tram,"TRAMVIA (T1,T2) - FONTSANTA-FATJÓ-"
2.182868,41.370929,Maritime station,Estació Marítima INTERNACIONAL-
2.125369,41.357005,Underground,FGC (L8) - EUROPA / FIRA-
2.178826,41.444145,Underground,METRO (L4) - VIA JÚLIA (Via Júlia - Joaquim Valls)-
2.141603,41.380858,Underground,METRO (L3) - SANTS ESTACIÓ (C. de Numància)-
2.171334,41.394796,Underground,METRO (L4) - GIRONA (C. de Girona)-
2.172883,41.436715,Underground,METRO (L4) - LLUCMAJOR (Pg. del Verdum)-
2.127313,41.375605,Underground,METRO (L5) - BADAL-
2.202855,41.403481,Underground,METRO (L4) - POBLENOU (C. de Pujades)-
2.180781,41.423505,Underground,METRO (L5) - CONGRÉS (C. de Garcilaso)-
2.14909,41.374291,Underground,METRO (L3) - ESPANYA (Pl. d'Espanya)-
2.181768,41.496321,RENFE,RENFE - MONTCADA-RIPOLLET-
2.170436,41.388108,RENFE,RENFE - CATALUNYA-
2.09108,41.331201,RENFE,RENFE - EL PRAT DE LLOBREGAT-
2.076889,41.365513,Tram,"TRAMVIA (T1,T2) - EL PEDRÒ-"
2.127857,41.388357,Underground,METRO (L3) - MARIA CRISTINA (Pl. de la Reina Maria Cristina)-
2.163681,41.384514,Underground,METRO (L2) - UNIVERSITAT (Rda. de Sant Antoni)-
2.106775,41.373558,Underground,METRO (L5) - PUBILLA CASES-
2.1550130000000003,41.423558,Underground,METRO (L5) - EL CARMEL (C. de Llobregós - Mercat)-
2.084164,41.363278,Underground,METRO (L5) - SANT ILDEFONS-
2.0726720000000003,41.356107,Underground,METRO (L5) - CORNELLÀ CENTRE-
2.072404,41.356151000000004,Underground,METRO (L5) - CORNELLÀ CENTRE-
2.1495040000000003,41.419877,Underground,METRO (L5) - EL COLL / LA TEIXONERA (C. del Beat Almató)-
2.176315,41.404257,Underground,METRO (L2) - SAGRADA FAMÍLIA-
2.16623,41.412431,Underground,METRO (L4) - ALFONS X (Parc de les Aigües)-
2.165088,41.412123,Underground,METRO (L4) - ALFONS X (Pl. d'Alfons el Savi)-
2.224024,41.442346,Underground,METRO (L10) - LA SALUT-
2.180022,41.400331,Underground,METRO (L2) - MONUMENTAL (C. de la Diputació)-
2.170433,41.375177,Underground,METRO (L3) - PARAL·LEL (C. Nou de la Rambla)-
2.135427,41.397791,Railway (FGC),FGC - BONANOVA-
2.139248,41.405731,Railway (FGC),FGC - EL PUTXET-
2.075814,41.372339000000004,Tram,TRAMVIA (T3) - SANT MARTÍ DE L'ERM-
2.125112,41.398959999999995,Railway (FGC),FGC - SARRIÀ-
2.2079880000000003,41.451908,Underground,METRO (L1) - SANTA COLOMA-
2.20835,41.451603999999996,Underground,METRO (L1) - SANTA COLOMA-
2.186428,41.395579999999995,Underground,METRO (L1) - MARINA (Av. Meridiana)-
2.189397,41.410259,Airport train,Tren AEROPORT - CLOT-
2.217787,41.451728,Underground,METRO (L1) - FONDO-
2.110686,41.351236,Underground,METRO (L1) - BELLVITGE-
2.073187,41.444795,Railway (FGC),FGC - LA FLORESTA-
2.134953,41.412807,Tram,TRAMVIA BLAU - AV. TIBIDABO (Bosch i Alsina-Josep Mª Florensa)-
2.075217,41.378842,Tram,TRAMVIA (T3) - RAMBLA DE SANT JUST-
2.22618,41.418903,Tram,"TRAMVIA (T4, T6) - PORT FÒRUM-"
2.167015,41.385919,Railway (FGC),FGC - CATALUNYA (C. de Balmes)-
2.2281470000000003,41.435342,Underground,METRO (L2) - SANT ROC-
2.2096709999999997,41.408202,Underground,METRO (L4) - SELVA DE MAR (C. de la Selva de Mar)-
2.084309,41.373477,Tram,"TRAMVIA (T1,T2,T3) - LA SARDANA-"
2.1371729999999998,41.410227,Railway (FGC),FGC - AVINGUDA DEL TIBIDABO-
2.1754849999999997,41.394284999999996,Underground,METRO (L2) - TETUAN (Pl. de Tetuan)-
2.17912,41.459624,Underground,METRO (L11) - TORRE BARÓ - VALLBONA (C. Sant Feliu de Codines)-
2.1299759999999996,41.369557,Underground,METRO (L1) - SANTA EULÀLIA-
2.176558,41.425638,Underground,METRO (L5) - MARAGALL (Av. de Borbó)-
2.160904,41.395745,Underground,METRO (L3) - DIAGONAL (Pg. de Gràcia)-
2.170725,41.38604,Underground,METRO (L3) - CATALUNYA (C. Fontanella)-
2.145084,41.411401,Underground,METRO (L3) - VALLCARCA-
2.15177,41.388946000000004,Underground,METRO (L5) - HOSPITAL CLÍNIC (C. de Villarroel)-
2.130075,41.398154,Underground,FGC (L6) - LES TRES TORRES-
2.142617,41.403596,Railway (FGC),FGC - PADUA-
2.11937,41.399203,Railway (FGC),FGC - REINA ELISENDA (Sortida Duquesa d'Orleans)-
2.215908,41.446684000000005,Underground,METRO (L9) - SANTA ROSA-
2.183562,41.430861,Underground,METRO (L1) - FABRA I PUIG (Av. Meridiana)-
2.110976,41.351991,Underground,METRO (L1) - BELLVITGE-
2.137493,41.37525,Underground,METRO (L1) - PLAÇA DE SANTS (C. de Sants)-
2.187072,41.395421999999996,Underground,METRO (L1) - MARINA (C. dels Almogàvers)-
2.131389,41.384545,Underground,METRO (L3) - LES CORTS-
2.187086,41.416156,Underground,METRO (L1) - NAVAS-
2.160483,41.42973,Underground,METRO (L5) - HORTA (C. del Tajo)-
2.173684,41.43758,Underground,METRO (L4) - LLUCMAJOR (Pg. del Verdum)-
2.180119,41.372103,Cableway,Transbordador del Port - Jaume I-
2.178562,41.359077,Maritime station,Estació Marítima B-
2.177118,41.44795,Underground,METRO (L3) - ROQUETES (Pla dels Cirerers)-
2.184457,41.449665,Underground,METRO (L3) - TRINITAT NOVA (Parc/Tamariu)-
2.184161,41.449514,Underground,METRO (L3) - TRINITAT NOVA-
2.177349,41.422701,Underground,METRO (L4) - MARAGALL (Rda. del Guinardó)-
2.150676,41.388476000000004,Underground,METRO (L5) - HOSPITAL CLÍNIC (C. del Comte d'Urgell)-
2.141512,41.381522,Underground,METRO (L3) - SANTS ESTACIÓ-
2.1200490000000003,41.375997999999996,Underground,METRO (L5) - COLLBLANC-
2.1652560000000003,41.391870000000004,Airport train,Tren AEROPORT - PASSEIG DE GRÀCIA-
2.021024,41.410016999999996,RENFE,RENFE - MOLINS DE REI-
2.2490930000000002,41.445856,RENFE,RENFE - BADALONA-
2.187908,41.409832,RENFE,RENFE - CLOT-
2.189397,41.410259,RENFE,RENFE - CLOT-
2.167379,41.481319,RENFE,RENFE - MONTCADA I REIXAC-STA. MARIA-
2.181952,41.393384999999995,RENFE,RENFE - ARC DE TRIOMF-
2.16875,41.387019,RENFE,RENFE - CATALUNYA-
2.090782,41.366054999999996,Underground,METRO (L5) - CAN BOIXERES-
2.217371,41.433504,Underground,METRO (L2) - ARTIGUES-SANT ADRIÀ-
2.180381,41.391664,Underground,METRO (L1) - ARC DE TRIOMF (Avda. de Vilanova)-
2.142362,41.375134,Underground,METRO (L1) - HOSTAFRANCS (C. del Moianès)-
2.163163,41.406001,Underground,METRO (L4) - JOANIC (C. de Pi i Margall)-
2.217241,41.433816,Underground,METRO (L2) - ARTIGUES-SANT ADRIÀ-
2.150029,41.375363,Underground,METRO (L3) - ESPANYA (Gv. Corts Catalanes)-
2.16169,41.375204,Underground,METRO (L3) - POBLE SEC (Av. del Paral.lel)-
2.174845,41.429404,Underground,METRO (L5) - VIRREI AMAT (Pl. de Virrei Amat)-
2.182124,41.423446999999996,Underground,METRO (L5) - CONGRÉS (Pl. dels Indians)-
2.167494,41.399121,Underground,METRO (L5) - VERDAGUER (C. de Bailèn)-
2.195013,41.415283,Underground,METRO (L2) - BAC DE RODA-
2.193133,41.429748,Underground,"METRO (L9, L10) - ONZE DE SETEMBRE-"
2.142617,41.403596,Underground,FGC (L7) - PADUA-
2.143251,41.398645,Underground,FGC (L6) - MUNTANER-
2.182802,41.407068,Underground,METRO (L2) - ENCANTS (C. de València)-
2.151636,41.399679,Underground,"FGC (L6,L7) - GRÀCIA (C. de Marià Cubí)-"
2.125789,41.398544,Underground,FGC (L6) - SARRIÀ-
2.1800610000000002,41.392387,Underground,METRO (L1) - ARC DE TRIOMF-
2.157006,41.438128000000006,Underground,METRO (L3) - VALLDAURA-
2.142754,41.398631,Railway (FGC),FGC - MUNTANER-
2.213571,41.417238,Tram,"TRAMVIA (T5, T6) - ALFONS EL MAGNÀNIM-"
2.217564,41.41938,Tram,"TRAMVIA (T5, T6) - PARC DEL BESÓS-"
2.1308279999999997,41.397781,Railway (FGC),FGC - LES TRES TORRES-
2.187272,41.423089000000004,Underground,METRO (L1) - LA SAGRERA (C. de Garcilaso)-
2.187513,41.402698,Underground,METRO (L1) - GLÒRIES-
2.186842,41.395573999999996,Underground,METRO (L1) - MARINA-
2.164571,41.386145,Underground,METRO (L1) - UNIVERSITAT (Rda. de la Universitat)-
2.190501,41.442298,Underground,METRO (L1) - TORRAS I BAGES (C. de Palomar)-
2.217064,41.451761,Underground,METRO (L1) - FONDO-
2.1870979999999998,41.402063,Underground,METRO (L1) - GLÒRIES (Av. Meridiana)-
2.1026689999999997,41.357403999999995,Underground,METRO (L1) - AVINGUDA CARRILET-
2.193551,41.408024,Tram,"TRAMVIA (T5, T6) - CAN JAUMANDREU-"
2.147016,41.401371999999995,Railway (FGC),FGC - SANT GERVASI-
2.228502,41.435868,Underground,METRO (L2) - SANT ROC-
2.1321529999999997,41.415065000000006,Tram,TRAMVIA BLAU - AV. TIBIDABO (Teodor Roviralta-Adrià Margarit)-
2.186173,41.410117,Underground,METRO (L2) - CLOT (C. de Sibelius)-
2.103659,41.368289000000004,Underground,METRO (L1) - CAN SERRA-
2.103234,41.367647,Underground,METRO (L1) - CAN SERRA-
2.159449,41.382954999999995,Underground,METRO (L1) - URGELL (Gv. Corts Catalanes)-
2.163015,41.379953,Underground,METRO (L2) - SANT ANTONI-
2.0789169999999997,41.357389000000005,Underground,METRO (L5) - GAVARRA-
2.166992,41.430601,Underground,METRO (L5) - VILAPICINA (C. de Canfranc)-
2.1598490000000004,41.382668,Underground,METRO (L1) - URGELL (C. de Villarroel)-
2.16776,41.430824,Underground,METRO (L5) - VILAPICINA-
2.00528,41.398990999999995,Railway (FGC),FGC - CAN ROS-
2.031499,41.363609000000004,Railway (FGC),FGC - COLÒNIA GÜELL-
2.1186990000000003,41.398423,Underground,FGC (L6) - REINA ELISENDA (Sortida J. V. Foix)-
2.139887,41.381979,Underground,METRO (L3) - SANTS ESTACIÓ (C. d'Enric Bargés)-
2.1641630000000003,41.385551,Underground,METRO (L1) - UNIVERSITAT-
2.1601220000000003,41.396315,Underground,METRO (L3) - DIAGONAL (Av. Diagonal)-
2.175987,41.377112,Underground,METRO (L3) - DRASSANES (C. del Portal de Santa Madrona)-
2.174676,41.394956,Underground,METRO (L2) - TETUAN (Pl. de Tetuan)-
2.1741330000000003,41.430265999999996,Underground,METRO (L5) - VIRREI AMAT (Pg. Fabra i Puig)-
2.187229,41.415812,Underground,METRO (L1) - NAVAS (C. de Palència)-
2.181619,41.44867,Underground,"METRO (L4,L11) - TRINITAT NOVA (Aiguablava)-"
2.176324,41.411021000000005,Underground,METRO (L5) - SANT PAU-DOS DE MAIG-
2.138801,41.375217,Underground,METRO (L1) - PLAÇA DE SANTS (C. de Sants)-
2.152507,41.399553999999995,Underground,"FGC (L6,L7) - GRÀCIA-"
2.118013,41.385808000000004,Underground,METRO (L3) - PALAU REIAL (Av. Diagonal)-
2.208411,41.407903000000005,Underground,METRO (L4) - SELVA DE MAR (C. de Provençals)-
2.168457,41.430572,Underground,METRO (L5) - VILAPICINA (Pg. de Fabra i Puig)-
2.05321,41.379349,Tram,Tramvia (T3) - SANT FELIU/CONSELL COMARCAL-
2.203312,41.40744,Tram,TRAMVIA (T4) - FLUVIÀ-
2.111267,41.409124,Funicular,Funicular VALLVIDRERA - inferior-
2.1831009999999997,41.430862,RENFE,RENFE - SANT ANDREU ARENAL-
2.23821,41.444590999999996,Underground,METRO (L2) - PEP VENTURA-
2.18566,41.382674,Underground,METRO (L4) - BARCELONETA-
2.206472,41.423961,Underground,METRO (L4) - LA PAU-
2.177694,41.424269,Underground,METRO (L4) - MARAGALL-
2.2032119999999997,41.40344,Underground,METRO (L4) - POBLENOU-
2.1264950000000002,41.387932,Underground,METRO (L3) - MARIA CRISTINA (Av. Diagonal)-
2.1652560000000003,41.391870000000004,RENFE,RENFE - PASSEIG DE GRÀCIA-
2.1693119999999997,41.387546,RENFE,RENFE - CATALUNYA-
2.188597,41.409995,RENFE,RENFE - CLOT-
2.185449,41.384232,RENFE,RENFE - DE FRANÇA-
2.0875630000000003,41.376495,Tram,"TRAMVIA (T1,T2,T3) - PONT D'ESPLUGUES-"
2.066109,41.356699,Tram,"TRAMVIA (T1,T2) - LES AIGÜES-"
2.239146,41.445295,Underground,METRO (L2) - PEP VENTURA-
2.173104,41.388481,Underground,METRO (L4) - URQUINAONA-
2.168592,41.40017,Underground,METRO (L4) - VERDAGUER-
2.209904,41.430056,Underground,METRO (L2) - VERNEDA-
2.118297,41.375791,Underground,METRO (L5) - COLLBLANC-
2.121098,41.37556,Underground,METRO (L5) - COLLBLANC-
2.1745349999999997,41.415996,Underground,METRO (L4) - HOSPITAL DE SANT PAU-GUINARDÓ-
2.183464,41.431138,Underground,METRO (L1) - FABRA I PUIG (Av. Meridiana)-
2.1872380000000002,41.402882,Underground,METRO (L1) - GLÒRIES (Pl. de les Glòries Catalanes)-
2.182475,41.449284999999996,Underground,"METRO (L4,L11) - TRINITAT NOVA-"
2.126019,41.375495,Underground,METRO (L5) - BADAL (C. Carreras i Candi)-
2.159106,41.394535999999995,Underground,METRO (L5) - DIAGONAL (C. del Rosselló)-
2.0346889999999997,41.357711,Underground,FGC (L8) - MOLÍ NOU-CIUTAT COOPERATIVA-
2.163409,41.37899,Underground,METRO (L2) - SANT ANTONI (Rda. Sant Antoni)-
2.173372,41.389401,Underground,METRO (L1) - URQUINAONA (Pl. d'Urquinaona)-
2.143265,41.403133000000004,Underground,FGC (L7) - PADUA-
2.174591,41.394624,Underground,METRO (L2) - TETUAN-
2.206689,41.423827,Underground,METRO (L2) - LA PAU-
2.043259,41.348145,Underground,FGC (L8) - SANT BOI-
2.139248,41.405731,Underground,FGC (L7) - EL PUTXET-
2.1355020000000002,41.397638,Railway (FGC),FGC - BONANOVA-
2.1920889999999997,41.387575,Tram,TRAMVIA (T4) - CIUTADELLA-VILA OLÍMPICA-
2.058263,41.363968,Tram,"TRAMVIA (T1,T2) - BON VIATGE-"
2.062535,41.36756,Tram,TRAMVIA (T2) - LA FONTSANTA-
2.134102,41.41411,Tram,TRAMVIA BLAU - AV. TIBIDABO (Rda. de Dalt-Bosch i Alsina)-
2.137301,41.37557,Underground,METRO (L1) - PLAÇA DE SANTS (C. de Sants)-
2.117531,41.35536,Underground,FGC (L8) - GORNAL-
2.19105,41.436433,Underground,METRO (L1) - SANT ANDREU (Pl. d'Orfila)-
2.187202,41.410828,Underground,METRO (L1) - CLOT (C. de València)-
2.1005689999999997,41.363695,Underground,METRO (L1) - RAMBLA JUST OLIVERAS-
2.151636,41.399679,Railway (FGC),FGC - GRÀCIA (C. de Marià Cubí)-
2.1738150000000003,41.364315000000005,Maritime station,Estació Marítima Grimaldi Lines
2.147997,41.492346999999995,RENFE,RENFE - CERDANYOLA DEL VALLÈS-
2.124523,41.39935,Railway (FGC),FGC - SARRIÀ-
2.130463,41.361391,Railway (FGC),FGC - ILDEFONS CERDÀ-
2.15988,41.375147,Underground,METRO (L3) - POBLE SEC-
2.22531,41.427474,Tram,TRAMVIA (T5) - SANT JOAN BAPTISTA-
2.217105,41.414575,Underground,METRO (L4) - BESÒS MAR (C. d'Alfons el Magnànim)-
2.125789,41.398544,Railway (FGC),FGC - SARRIÀ-
2.169507,41.387625,Underground,METRO (L1) - CATALUNYA-
2.171017,41.462556,Underground,METRO (L11) - CAN CUIÀS (C. Circumval·lació - Montcada)-
2.1648709999999998,41.392581,Underground,METRO (L3) - PASSEIG DE GRÀCIA (Pg. de Gràcia)-
2.157649,41.393361999999996,Underground,"FGC (L6,L7) - PROVENÇA (C. del Rossellò)-"
2.1371729999999998,41.410227,Underground,FGC (L7) - AVINGUDA DEL TIBIDABO-
2.169598,41.385842,Underground,"FGC (L6,L7) - CATALUNYA (C. de Pelai)-"
2.1744369999999997,41.416378,Underground,METRO (L4) - HOSPITAL DE SANT PAU-GUINARDÓ (C. Sant Quintí)-
2.169598,41.385842,Railway (FGC),FGC - CATALUNYA (C. de Pelai)-
2.142852,41.398976,Railway (FGC),FGC - MUNTANER-
2.152507,41.399553999999995,Railway (FGC),FGC - GRÀCIA-
2.110681,41.368521,Underground,METRO (L1) - FLORIDA-
2.21861,41.451596,Underground,METRO (L1) - FONDO-
2.16414,41.384844,Underground,METRO (L2) - UNIVERSITAT (Rda. de Sant Antoni)-
2.169571,41.385366,Underground,METRO (L3) - CATALUNYA (C. de Pelai)-
2.147496,41.435235,Underground,METRO (L3) - MUNDET-
2.1636990000000003,41.385021,Underground,METRO (L2) - UNIVERSITAT (C. d'Aribau)-
2.149572,41.40611,Underground,METRO (L3) - LESSEPS (Rda. Gral. Mitre)-
2.117869,41.386115999999994,Underground,METRO (L3) - PALAU REIAL (Av. Diagonal)-
2.1582369999999997,41.382056,Underground,METRO (L1) - URGELL (Gv. Corts Catalanes)-
2.1587419999999997,41.429811,Underground,METRO (L5) - HORTA (Bda. de la Plana)-
2.139294,41.379699,Underground,METRO (L5) - SANTS ESTACIÓ-
2.174603,41.430476,Underground,METRO (L5) - VIRREI AMAT (C. del Doctor Pi i Molist)-
2.2149520000000003,41.41033,Tram,TRAMVIA (T4) - DIAGONAL MAR-
2.150171,41.374826,Underground,METRO (L3) - ESPANYA (Av. del Paral.lel)-
2.169492,41.387570000000004,Underground,METRO (L1) - CATALUNYA (Pl. de Catalunya)-
2.210131,41.444246,Underground,METRO (L9) - CAN PEIXAUET-
2.173877,41.404117,Underground,METRO (L5) - SAGRADA FAMÍLIA-
2.165196,41.441671,Underground,METRO (L3) - CANYELLES (Federico García Lorca)-
2.188338,41.390398,Tram,TRAMVIA (T4) - WELLINGTON-
2.129309,41.415431,Tram,TRAMVIA BLAU - AV. TIBIDABO (Parc Municipal Font Racó - Tornada)-
2.204513,41.416358,Tram,"TRAMVIA (T5, T6) - SANT MARTÍ DE PROVENÇALS-"
2.187919,41.373235,Cableway,Transbordador del Port - Sant Sebastià-
2.1725,41.371019,Cableway,Transbordador del Port - Miramar-
2.119395,41.421279999999996,Funicular,Funicular TIBIDABO - superior-
2.183611,41.374828,Maritime station,Terminal Marítima Maremàgnum-
2.178681,41.37385,Maritime station,Estació Marítima DRASSANES-
2.1070330000000004,41.373290000000004,Underground,METRO (L5) - PUBILLA CASES-
2.181742,41.415335,Underground,METRO (L5) - CAMP DE L'ARPA (C. de la Indústria)-
2.170075,41.385531,Underground,METRO (L3) - CATALUNYA (la Rambla)-
2.146075,41.384980999999996,Underground,METRO (L5) - ENTENÇA (C. de Rocafort)-
2.1633150000000003,41.406523,Underground,METRO (L4) - JOANIC-
2.1652419999999997,41.392216999999995,Underground,METRO (L3) - PASSEIG DE GRÀCIA (C. d'Aragó)-
2.1727939999999997,41.381721999999996,Underground,METRO (L3) - LICEU (La Rambla)-
2.170718,41.375079,Underground,METRO (L3) - PARAL·LEL-
2.115466,41.354366999999996,Airport train,Tren AEROPORT - BELLVITGE-
2.060314,41.368660999999996,RENFE,RENFE - ST. JOAN DESPÍ-
2.185163,41.484284,RENFE,RENFE - MONTCADA I REIXAC-MANRESA-
2.136412,41.390505,Tram,"TRAMVIA (T1,T2,T3) - L'ILLA-"
2.174157,41.387564000000005,Underground,METRO (L4) - URQUINAONA (Via Laietana)-
2.196179,41.415594,Underground,METRO (L2) - BAC DE RODA (Rambla Guipúscoa)-
2.1456060000000003,41.384454,Underground,METRO (L5) - ENTENÇA-
2.164453,41.392328000000006,Underground,METRO (L3) - PASSEIG DE GRÀCIA (Pg. de Gràcia)-
2.126304,41.388203999999995,Underground,METRO (L3) - MARIA CRISTINA-
2.091263,41.366147999999995,Underground,METRO (L5) - CAN BOIXERES-
2.125579,41.375701,Underground,METRO (L5) - BADAL (C. d'Arizala)-
2.173953,41.437178,Underground,METRO (L4) - LLUCMAJOR (Pl. del Jardins d'Alfàbia)-
2.13548,41.375444,Underground,METRO (L5) - PLAÇA DE SANTS-
2.166728,41.398769,Underground,METRO (L5) - VERDAGUER-
2.144952,41.384126,Underground,METRO (L5) - ENTENÇA (C. d'Entença)-
2.1501419999999998,41.420977,Underground,METRO (L5) - EL COLL / LA TEIXONERA (C. de Batet)-
2.174004,41.389109000000005,Underground,METRO (L1) - URQUINAONA (C. Jonqueres)-
2.195092,41.414799,Underground,METRO (L2) - BAC DE RODA (Rambla Guipúscoa)-
2.130847,41.38397,Underground,METRO (L3) - LES CORTS (C. de Joan Güell)-
2.234241,41.440358,Underground,METRO (L10) - GORG-
2.150391,41.406599,Underground,METRO (L3) - LESSEPS-
2.168228,41.375231,Underground,METRO (L2) - PARAL·LEL (Av. de Paral.lel)-
2.180037,41.400087,Underground,METRO (L2) - MONUMENTAL-
2.1631720000000003,41.380689000000004,Underground,METRO (L2) - SANT ANTONI (C. de Villarroel)-
2.190665,41.443807,Underground,METRO (L1) - TORRAS I BAGES-
2.139256,41.406043,Underground,FGC (L7) - EL PUTXET-
2.139529,41.405442,Underground,FGC (L7) - EL PUTXET-
2.1103959999999997,41.367872999999996,Underground,METRO (L1) - FLORIDA-
2.170083,41.374728000000005,Underground,METRO (L3) - PARAL·LEL (Av. de Paral.lel)-
2.210317,41.420291,Underground,METRO (L4) - BESÒS-
2.145257,41.43056,Underground,METRO (L3) - MONTBAU (Ronda de Dalt)-
2.145191,41.430847,Underground,METRO (L3) - MONTBAU-
2.156392,41.437571000000005,Underground,METRO (L3) - VALLDAURA-
2.025086,41.369223999999996,Railway (FGC),FGC - SANTA COLOMA DE CERVELLÓ-
2.142019,41.381157,Underground,METRO (L3) - SANTS ESTACIÓ (Av. de Josep Tarradellas)-
2.125369,41.357005,Railway (FGC),FGC - EUROPA / FIRA-
2.2218560000000003,41.422595,Tram,TRAMVIA (T5) - LA CATALANA-
2.1869680000000002,41.397311,Tram,TRAMVIA (T4) - AUDITORI-TEATRE NACIONAL-
2.186918,41.39407,Tram,TRAMVIA (T4) - MARINA-
2.175151,41.368041999999996,Maritime station,Terminal Marítima Sant Bertran *Ferris
2.129175,41.369127,Underground,METRO (L1) - SANTA EULÀLIA-
2.1833240000000003,41.430459,Underground,METRO (L1) - FABRA I PUIG-
2.188597,41.409995,Airport train,Tren AEROPORT - CLOT-
2.13168,41.360962,Underground,FGC (L8) - ILDEFONS CERDÀ-
2.1544060000000003,41.378685,Underground,METRO (L1) - ROCAFORT (C. de Rocafort)-
2.134546,41.374171999999994,Underground,METRO (L1) - MERCAT NOU (C. dels Jocs Florals)-
2.148309,41.375344,Underground,METRO (L1) - ESPANYA (C. de la Creu Coberta)-
2.157956,41.392909,Railway (FGC),FGC - PROVENÇA-
2.1109139999999997,41.409282,Railway (FGC),FGC - PEU FUNICULAR-
2.121492,41.386718,Tram,"TRAMVIA (T1,T2,T3) - PIUS XII-"
